SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIVERY_PCT,DATE
ADVENZYMES, EQ, 05-Jan-2023,282.0,284.35,284.7,278.45,281.95,282.6,281.22,49795,140.03,2882, 23594, 47.38,0.47382267295913244,2023-01-05
AEGISCHEM, EQ, 05-Jan-2023,342.95,345.55,348.5,340.2,341.65,342.2,343.93,305599,1051.05,13595, 102659, 33.59,0.3359271463584632,2023-01-05
AETHER, EQ, 05-Jan-2023,845.05,846.0,855.1,840.8,845.35,848.5,849.0,12424,105.48,1241, 5118, 41.19,0.4119446233097231,2023-01-05
AFFLE, EQ, 05-Jan-2023,1043.65,1049.1,1052.95,1033.0,1036.0,1037.0,1039.8,120274,1250.61,15729, 66574, 55.35,0.5535194638907827,2023-01-05
AGARIND, EQ, 05-Jan-2023,597.8,595.05,600.0,590.65,598.5,594.95,597.37,12963,77.44,1041, 8196, 63.23,0.6322610506827123,2023-01-05
AGI, EQ, 05-Jan-2023,326.35,329.0,343.0,329.0,332.5,333.3,335.84,237787,798.59,7872, 80755, 33.96,0.3396106599603847,2023-01-05
AGRITECH, EQ, 05-Jan-2023,102.95,105.0,107.0,100.05,102.95,102.35,103.64,19106,19.8,730, 7474, 39.12,0.3911860148644405,2023-01-05
AGROPHOS, EQ, 05-Jan-2023,43.65,44.9,44.9,42.6,43.8,43.35,43.85,75180,32.97,674, 42122, 56.03,0.5602819898909285,2023-01-05
AGSTRA, EQ, 05-Jan-2023,65.65,66.25,66.35,64.75,64.85,64.9,65.34,398105,260.12,3984, 194740, 48.92,0.48916743070295526,2023-01-05
AHL, EQ, 05-Jan-2023,185.45,185.9,188.0,183.05,184.0,184.0,185.13,123103,227.9,3677, 68042, 55.27,0.5527241415725044,2023-01-05
AHLADA, EQ, 05-Jan-2023,103.2,104.3,104.5,100.0,101.9,100.85,101.24,10739,10.87,309, 7446, 69.34,0.6933606481050377,2023-01-05
AHLEAST, EQ, 05-Jan-2023,116.1,116.25,119.0,115.8,116.0,116.05,116.7,5737,6.7,145, 4303, 75.00,0.7500435767822904,2023-01-05
AHLUCONT, EQ, 05-Jan-2023,497.55,499.85,515.4,493.8,515.0,513.5,509.06,55017,280.07,2465, 29227, 53.12,0.5312357998436846,2023-01-05
AIAENG, EQ, 05-Jan-2023,2582.75,2593.05,2624.0,2520.0,2590.0,2595.3,2587.86,62095,1606.93,6433, 41749, 67.23,0.6723407681777921,2023-01-05
AIRAN, EQ, 05-Jan-2023,16.6,16.6,16.7,16.3,16.5,16.45,16.46,49303,8.11,483, 34466, 69.91,0.6990649656207533,2023-01-05
AIROLAM, EQ, 05-Jan-2023,84.05,84.35,86.0,83.7,83.7,84.25,84.8,7583,6.43,151, 5675, 74.84,0.748384544375577,2023-01-05
AJANTPHARM, EQ, 05-Jan-2023,1181.75,1175.0,1202.95,1174.65,1190.15,1191.3,1186.94,28851,342.44,5147, 13342, 46.24,0.46244497591071365,2023-01-05
AJMERA, EQ, 05-Jan-2023,315.65,317.4,317.4,304.6,310.0,309.25,309.7,94005,291.14,5208, 34710, 36.92,0.36923567895324716,2023-01-05
AJOONI, EQ, 05-Jan-2023,6.9,7.0,7.1,6.8,6.9,6.95,6.91,2270306,156.85,2055, 973797, 42.89,0.42892764235305725,2023-01-05
AJRINFRA, EQ, 05-Jan-2023,1.4,1.45,1.45,1.4,1.45,1.4,1.41,489290,6.88,240, 452190, 92.42,0.92417584663492,2023-01-05
AKASH, EQ, 05-Jan-2023,30.85,31.5,32.0,29.0,29.95,29.6,30.27,52509,15.89,569, 25493, 48.55,0.48549772419966103,2023-01-05
AKG, EQ, 05-Jan-2023,37.75,38.0,38.0,36.5,37.7,37.05,37.13,12881,4.78,145, 5816, 45.15,0.4515177393059545,2023-01-05
AKG-RE, BE, 05-Jan-2023,17.75,18.45,20.0,17.25,18.7,18.3,17.55,30553,5.36,86, -, -,,2023-01-05
AKSHAR, BE, 05-Jan-2023,56.8,55.7,55.7,55.7,55.7,55.7,55.7,261,0.15,16, -, -,,2023-01-05
AKSHARCHEM, EQ, 05-Jan-2023,273.05,273.0,281.9,273.0,279.95,278.4,278.09,9147,25.44,638, 3834, 41.92,0.4191538209248934,2023-01-05
AKSHOPTFBR, EQ, 05-Jan-2023,10.9,11.0,11.15,10.8,11.1,11.05,10.97,384523,42.2,661, 242073, 62.95,0.6295410157519836,2023-01-05
AKZOINDIA, EQ, 05-Jan-2023,2210.85,2211.0,2238.0,2211.0,2226.3,2228.65,2221.7,3538,78.6,1073, 2029, 57.35,0.5734878462408141,2023-01-05
ALANKIT, EQ, 05-Jan-2023,10.8,10.95,10.95,10.6,10.8,10.7,10.72,88416,9.47,463, 63564, 71.89,0.7189196525515744,2023-01-05
ALBERTDAVD, EQ, 05-Jan-2023,569.85,566.0,578.0,565.15,565.15,566.3,571.84,1511,8.64,296, 867, 57.38,0.5737921906022502,2023-01-05
ALEMBICLTD, EQ, 05-Jan-2023,71.7,71.7,73.05,71.45,72.15,71.9,71.95,91132,65.57,1124, 47074, 51.65,0.5165474257121538,2023-01-05
ALICON, EQ, 05-Jan-2023,945.35,949.8,954.25,925.05,937.0,929.95,938.36,7378,69.23,1512, 3515, 47.64,0.47641637300081324,2023-01-05
ALKALI, EQ, 05-Jan-2023,172.0,172.0,173.9,157.5,160.4,161.85,165.31,821317,1357.72,16200, 247893, 30.18,0.3018237781514324,2023-01-05
ALKEM, EQ, 05-Jan-2023,3024.95,3006.0,3051.4,3006.0,3043.0,3043.05,3035.04,35377,1073.7,5299, 15590, 44.07,0.4406817989088956,2023-01-05
ALKYLAMINE, EQ, 05-Jan-2023,2693.75,2692.95,2730.0,2671.0,2710.25,2707.3,2714.84,26941,731.41,6803, 11943, 44.33,0.4433020303626443,2023-01-05
ALLCARGO, EQ, 05-Jan-2023,407.95,409.5,414.4,402.4,413.0,412.45,408.53,306963,1254.03,10058, 90225, 29.39,0.29392793268244055,2023-01-05
ALLSEC, EQ, 05-Jan-2023,513.8,513.8,514.0,495.0,508.0,507.35,505.29,23375,118.11,2741, 17206, 73.61,0.7360855614973262,2023-01-05
ALMONDZ, EQ, 05-Jan-2023,71.0,71.05,71.75,70.3,71.0,71.05,71.05,9748,6.93,261, 4866, 49.92,0.49917931883463273,2023-01-05
ALOKINDS, BE, 05-Jan-2023,15.65,15.75,15.75,15.25,15.55,15.45,15.46,1287556,199.12,3356, -, -,,2023-01-05
ALPA, EQ, 05-Jan-2023,63.05,62.35,64.0,62.2,62.8,62.95,63.25,45151,28.56,679, 26231, 58.10,0.5809616619786937,2023-01-05
ALPHAGEO, EQ, 05-Jan-2023,278.9,279.9,282.75,277.65,280.8,279.2,279.46,6422,17.95,599, 2999, 46.70,0.4669884771099346,2023-01-05
ALPSINDUS, EQ, 05-Jan-2023,2.4,2.4,2.4,2.3,2.3,2.3,2.31,100531,2.33,91, 81447, 81.02,0.8101680078781669,2023-01-05
AMARAJABAT, EQ, 05-Jan-2023,573.15,576.85,577.75,569.5,573.2,575.45,573.68,392215,2250.07,14976, 151613, 38.66,0.38655584309626095,2023-01-05
AMBER, EQ, 05-Jan-2023,1860.25,1878.1,1946.95,1856.0,1920.0,1925.35,1896.72,70368,1334.69,11493, 32305, 45.91,0.45908651659845384,2023-01-05
AMBICAAGAR, EQ, 05-Jan-2023,26.1,26.1,26.35,25.25,25.25,25.4,25.72,18108,4.66,155, 12232, 67.55,0.6755025403136735,2023-01-05
AMBIKCO, EQ, 05-Jan-2023,1570.6,1583.0,1583.0,1555.95,1567.5,1569.3,1567.67,5443,85.33,1335, 2548, 46.81,0.4681241962153224,2023-01-05
AMBUJACEM, EQ, 05-Jan-2023,518.85,518.95,525.95,513.55,525.0,524.75,521.33,3166328,16507.14,48883, 742763, 23.46,0.23458182475094178,2023-01-05
AMDIND, EQ, 05-Jan-2023,56.35,56.5,57.75,56.5,56.6,56.65,56.94,7402,4.21,157, 5711, 77.15,0.7715482302080519,2023-01-05
AMIORG, EQ, 05-Jan-2023,968.6,968.0,987.2,941.8,950.0,947.65,961.61,43029,413.77,5363, 16086, 37.38,0.3738408979990239,2023-01-05
AMJLAND, EQ, 05-Jan-2023,27.05,27.1,28.8,27.05,27.95,28.0,28.19,120562,33.99,701, 65052, 53.96,0.5395729997843434,2023-01-05
AMRUTANJAN, EQ, 05-Jan-2023,720.65,724.0,727.0,718.0,723.45,719.35,721.69,21715,156.72,1619, 16617, 76.52,0.7652314068616164,2023-01-05
ANANDRATHI, EQ, 05-Jan-2023,716.05,720.6,755.95,720.6,733.7,733.9,740.18,200965,1487.51,12803, 72636, 36.14,0.3614360709576294,2023-01-05
ANANTRAJ, EQ, 05-Jan-2023,111.3,111.55,113.9,110.5,113.55,113.4,112.46,4258256,4788.89,11342, 1204244, 28.28,0.28280216126038454,2023-01-05
ANDHRACEMT, BE, 05-Jan-2023,6.75,6.85,7.05,6.5,6.7,6.65,6.9,467421,32.25,1026, -, -,,2023-01-05
ANDHRAPAP, EQ, 05-Jan-2023,418.5,419.9,423.5,417.5,417.5,419.1,420.75,17984,75.67,1006, 10450, 58.11,0.5810720640569395,2023-01-05
ANDHRSUGAR, EQ, 05-Jan-2023,130.9,131.05,132.0,129.5,130.25,130.2,130.34,92644,120.76,2233, 42291, 45.65,0.4564893571089331,2023-01-05
ANDREWYU, EQ, 05-Jan-2023,27.05,27.2,27.55,26.25,26.6,26.75,26.82,328157,88.01,1624, 162806, 49.61,0.4961222829316455,2023-01-05
ANGELONE, EQ, 05-Jan-2023,1332.55,1342.6,1345.0,1299.0,1320.0,1311.5,1314.22,292410,3842.9,17502, 122937, 42.04,0.42042679798912486,2023-01-05
ANIKINDS, EQ, 05-Jan-2023,38.8,39.55,39.85,38.5,39.15,39.4,39.37,22495,8.86,418, 12846, 57.11,0.5710602356079129,2023-01-05
ANKITMETAL, EQ, 05-Jan-2023,5.85,5.85,5.9,5.75,5.8,5.8,5.82,113495,6.61,254, 72748, 64.10,0.640979778844883,2023-01-05
ANMOL, EQ, 05-Jan-2023,149.4,149.6,150.25,147.2,149.2,148.55,149.19,1900,2.83,80, 1013, 53.32,0.533157894736842,2023-01-05
ANTGRAPHIC, EQ, 05-Jan-2023,0.8,0.85,0.85,0.8,0.8,0.8,0.83,249466,2.06,291, 228650, 91.66,0.9165577673911475,2023-01-05
ANUP, EQ, 05-Jan-2023,936.0,939.0,942.15,915.0,919.0,919.8,926.55,7248,67.16,1203, 3792, 52.32,0.5231788079470199,2023-01-05
ANURAS, EQ, 05-Jan-2023,694.9,698.6,698.6,683.0,687.0,691.05,688.65,27518,189.5,2317, 15911, 57.82,0.5782033578021658,2023-01-05
APARINDS, EQ, 05-Jan-2023,1774.9,1785.95,1865.0,1785.95,1855.0,1842.2,1842.51,265342,4888.96,28923, 85651, 32.28,0.32279473283535964,2023-01-05
APCL, EQ, 05-Jan-2023,207.15,207.15,208.15,205.9,206.1,206.45,207.11,5137,10.64,404, 3236, 62.99,0.6299396534942574,2023-01-05
APCL-RE, BE, 05-Jan-2023,6.95,6.95,6.95,5.65,6.5,5.9,6.14,37109,2.28,339, -, -,,2023-01-05
APCOTEXIND, EQ, 05-Jan-2023,468.3,465.15,468.8,457.0,463.9,464.75,463.08,32895,152.33,1979, 21399, 65.05,0.6505243958048336,2023-01-05
APEX, EQ, 05-Jan-2023,248.1,246.15,249.3,244.0,248.5,247.35,246.89,26805,66.18,1620, 14087, 52.55,0.5255362805446745,2023-01-05
APLAPOLLO, EQ, 05-Jan-2023,1135.2,1135.0,1150.0,1110.7,1128.0,1123.9,1132.45,548582,6212.4,33654, 292929, 53.40,0.533974866109351,2023-01-05
APLLTD, EQ, 05-Jan-2023,572.8,569.2,582.9,565.55,569.25,568.1,569.48,63838,363.55,4014, 24195, 37.90,0.379006234531157,2023-01-05
APOLLO, EQ, 05-Jan-2023,317.7,323.0,333.55,319.9,333.55,333.55,332.33,736328,2447.07,6746, 500668, 68.00,0.6799524125118154,2023-01-05
APOLLOHOSP, EQ, 05-Jan-2023,4433.3,4455.5,4455.5,4356.0,4422.0,4429.05,4393.37,468816,20596.81,49658, 167897, 35.81,0.3581298419849152,2023-01-05
APOLLOPIPE, EQ, 05-Jan-2023,510.4,515.5,524.0,504.0,519.5,520.95,516.75,35981,185.93,3193, 18502, 51.42,0.5142158361357383,2023-01-05
APOLLOTYRE, EQ, 05-Jan-2023,320.05,321.9,339.5,321.7,338.85,338.25,333.85,11848529,39556.34,99880, 1999260, 16.87,0.16873486995727485,2023-01-05
APOLSINHOT, EQ, 05-Jan-2023,1277.2,1261.5,1341.05,1260.05,1320.0,1317.7,1309.07,654,8.56,141, 349, 53.36,0.5336391437308868,2023-01-05
APTECHT, EQ, 05-Jan-2023,361.5,362.15,370.2,353.7,354.95,355.25,361.49,351088,1269.15,10680, 102122, 29.09,0.29087294353552384,2023-01-05
APTUS, EQ, 05-Jan-2023,298.35,300.7,304.95,298.35,303.0,302.95,301.67,46511,140.31,5432, 22552, 48.49,0.4848745458063684,2023-01-05
ARCHIDPLY, EQ, 05-Jan-2023,70.95,70.95,71.8,70.0,70.7,70.85,70.96,22470,15.95,406, 15438, 68.70,0.6870493991989319,2023-01-05
ARCHIES, EQ, 05-Jan-2023,24.25,24.75,25.0,24.25,24.65,24.65,24.7,29289,7.23,257, 18941, 64.67,0.6466932978251221,2023-01-05
ARENTERP, EQ, 05-Jan-2023,39.45,39.5,40.65,39.5,40.6,40.5,40.15,1955,0.79,45, 1239, 63.38,0.6337595907928388,2023-01-05
ARIES, EQ, 05-Jan-2023,206.9,208.9,227.9,208.9,219.5,216.55,221.15,1827575,4041.68,35979, 367047, 20.08,0.20083826929127396,2023-01-05
ARIHANTCAP, EQ, 05-Jan-2023,67.3,68.0,68.3,65.1,66.0,65.85,66.79,192870,128.81,1380, 45021, 23.34,0.23342666044485924,2023-01-05
ARIHANTSUP, EQ, 05-Jan-2023,221.9,221.3,229.0,219.0,226.7,226.7,225.7,28303,63.88,939, 16956, 59.91,0.5990884358548564,2023-01-05
ARMANFIN, EQ, 05-Jan-2023,1433.5,1425.9,1459.0,1424.5,1457.5,1450.75,1448.48,6134,88.85,737, 3225, 52.58,0.5257580697750245,2023-01-05
AROGRANITE, EQ, 05-Jan-2023,49.5,50.2,50.25,48.15,48.75,49.0,49.02,34548,16.94,545, 13596, 39.35,0.3935394234109066,2023-01-05
ARROWGREEN, EQ, 05-Jan-2023,177.55,176.55,179.95,172.2,175.0,175.0,175.75,8295,14.58,315, 5942, 71.63,0.7163351416515974,2023-01-05
ARSHIYA, EQ, 05-Jan-2023,9.0,9.25,9.25,8.75,8.9,8.9,8.93,668151,59.68,1004, 493663, 73.88,0.7388494516957993,2023-01-05
ARSSINFRA, BE, 05-Jan-2023,20.55,20.35,21.55,20.35,21.55,21.5,21.39,30180,6.46,146, -, -,,2023-01-05
ARTEMISMED, EQ, 05-Jan-2023,72.75,73.5,74.05,72.4,73.95,73.9,73.32,111845,82.01,2183, 63556, 56.83,0.5682507040994234,2023-01-05
ARTNIRMAN, EQ, 05-Jan-2023,68.35,67.1,70.3,66.0,69.5,68.8,68.09,8422,5.73,168, 3268, 38.80,0.3880313464735217,2023-01-05
ARVEE, BE, 05-Jan-2023,122.9,121.0,129.0,116.8,129.0,129.0,123.68,5506,6.81,142, -, -,,2023-01-05
ARVIND, EQ, 05-Jan-2023,87.0,86.95,87.7,84.8,85.45,85.2,85.99,1398457,1202.51,18325, 1013192, 72.45,0.7245070817336536,2023-01-05
ARVINDFASN, EQ, 05-Jan-2023,349.75,347.1,349.3,342.0,344.0,343.1,346.21,206551,715.11,9105, 104101, 50.40,0.5039965916408055,2023-01-05
ARVSMART, EQ, 05-Jan-2023,322.75,323.6,328.5,315.05,316.5,317.0,320.9,46232,148.36,2314, 24517, 53.03,0.5303036857587818,2023-01-05
ASAHIINDIA, EQ, 05-Jan-2023,517.3,516.1,522.0,507.3,509.0,509.45,513.53,76448,392.59,3995, 40234, 52.63,0.5262923817496861,2023-01-05
ASAHISONG, EQ, 05-Jan-2023,262.65,266.55,267.95,260.6,265.0,264.7,264.39,3319,8.78,383, 1801, 54.26,0.5426333232901477,2023-01-05
ASAL, EQ, 05-Jan-2023,364.95,368.5,372.55,358.85,362.75,359.9,362.92,8646,31.38,694, 5242, 60.63,0.6062919269026139,2023-01-05
ASALCBR, EQ, 05-Jan-2023,424.75,425.2,433.0,420.15,429.25,429.45,427.6,22011,94.12,1445, 11890, 54.02,0.5401844532279315,2023-01-05
ASHAPURMIN, EQ, 05-Jan-2023,94.1,95.05,95.15,91.35,93.65,93.25,92.94,106416,98.91,1658, 52552, 49.38,0.4938355134566231,2023-01-05
ASHIANA, EQ, 05-Jan-2023,144.95,145.1,149.3,145.1,145.35,146.3,147.74,34754,51.34,1674, 17888, 51.47,0.5147033435000288,2023-01-05
ASHIMASYN, EQ, 05-Jan-2023,16.75,16.75,18.2,16.75,17.45,17.4,17.71,531541,94.11,1096, 341511, 64.25,0.6424923006879996,2023-01-05
ASHOKA, EQ, 05-Jan-2023,87.7,88.0,88.45,86.2,87.35,87.3,87.42,577280,504.68,3917, 203192, 35.20,0.3519817073170732,2023-01-05
ASHOKLEY, EQ, 05-Jan-2023,145.8,146.2,148.75,145.4,148.15,148.45,147.12,9365490,13778.83,44241, 2498604, 26.68,0.266788390142961,2023-01-05
ASIANENE, EQ, 05-Jan-2023,72.35,72.4,74.15,71.8,72.3,72.1,72.84,19176,13.97,394, 8493, 44.29,0.44289737171464333,2023-01-05
ASIANHOTNR, EQ, 05-Jan-2023,80.75,81.8,81.95,80.05,80.95,81.35,81.21,3182,2.58,142, 2559, 80.42,0.8042111879321182,2023-01-05
ASIANPAINT, EQ, 05-Jan-2023,3016.85,3039.55,3046.6,2995.4,3010.0,3004.35,3011.88,1113920,33549.98,93698, 718488, 64.50,0.6450086182131571,2023-01-05
ASIANTILES, EQ, 05-Jan-2023,50.15,50.45,51.5,50.2,51.3,51.05,51.05,351034,179.19,2136, 216309, 61.62,0.6162052678657908,2023-01-05
ASPINWALL, EQ, 05-Jan-2023,237.95,233.1,236.95,228.05,229.0,228.95,231.79,5472,12.68,317, 2640, 48.25,0.4824561403508772,2023-01-05
ASTEC, EQ, 05-Jan-2023,1762.05,1770.9,1773.15,1735.15,1740.0,1738.7,1752.21,5420,94.97,1337, 2988, 55.13,0.5512915129151291,2023-01-05
ASTERDM, EQ, 05-Jan-2023,230.45,231.25,231.95,228.6,230.3,230.25,230.19,82666,190.29,3345, 36069, 43.63,0.43632206711344446,2023-01-05
ASTRAL, EQ, 05-Jan-2023,2015.1,2026.75,2026.75,1971.95,2012.95,2010.05,1998.23,317628,6346.95,34629, 109393, 34.44,0.3444060347324543,2023-01-05
ASTRAMICRO, EQ, 05-Jan-2023,277.95,277.0,285.0,274.85,280.45,281.7,279.84,294060,822.91,6712, 108357, 36.85,0.36848602326055907,2023-01-05
ASTRAZEN, EQ, 05-Jan-2023,3350.3,3367.1,3373.7,3330.1,3365.0,3358.65,3353.32,4047,135.71,1289, 2152, 53.18,0.5317519149987645,2023-01-05
ASTRON, EQ, 05-Jan-2023,32.5,32.8,32.8,31.95,32.1,32.15,32.3,110523,35.7,821, 54355, 49.18,0.4917980872759516,2023-01-05
ATFL, EQ, 05-Jan-2023,830.1,834.3,834.3,806.05,810.0,811.65,817.89,1939,15.86,319, 1058, 54.56,0.5456420835482207,2023-01-05
ATGL, EQ, 05-Jan-2023,3477.3,3509.9,3669.95,3472.05,3643.0,3633.7,3570.36,468166,16715.22,37935, 155197, 33.15,0.33149993805615957,2023-01-05
